"pred","se"
"1",2.3274688696264,2.62356489974384
"2",2.36696239722555,2.63648110718789
"3",2.40172408234311,2.64928678433342
"4",2.42866889417698,2.6582827789424
"5",2.45715741056991,2.67035914614031
"6",2.47864794617799,2.67876553227278
"7",2.4948595001372,2.6848504137344
"8",2.50708881291775,2.68943528677759
"9",2.51631409085598,2.69303039122547
"10",2.52327325156801,2.69595904873458
"11",2.52852294899071,2.69843038239413
"12",2.53248309938387,2.70058245683859
